"","sex","age","agegr","placesize","region","edu","eduspec","socprof","unempdur","income","marital","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","bmi"
"3482","MALE",18,"16-24","RURAL AREAS","Lodzkie","VOCATIONAL/GRAMMAR","armed forces and country protection","PUPIL OR STUDENT",0,0,"SINGLE","MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",4,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",175,70,22.8571428571429
"3483","FEMALE",80,"65+","RURAL AREAS","Mazowieckie","SECONDARY","pedagogics","RETIRED",0,1450,"WIDOWED","MOSTLY SATISFIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",165,82,30.119375573921
"3484","FEMALE",46,"45-59","RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","agriculture, forestry, fishing","OTHER ECONOMICALLY INACTIVE",0,3000,"MARRIED","MOSTLY SATISFIED",6,"IT`S DIFFICULT TO TELL","YES","YES","YES",3,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",160,68,26.5625
"3485","MALE",30,"25-34","RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","no specialisation","UNEMPLOYED",12,200,"SINGLE","MOSTLY SATISFIED",5,"IT`S DIFFICULT TO TELL","YES","YES","NO",50,"YES",20,"YES","NO","NO","0","NO",NA,NA,"NONE",172,71,23.9994591671174
"3486","FEMALE",55,"45-59","URBAN BELOW 20,000","Dolnoslaskie","SECONDARY","technical science","RETIRED",0,1500,"MARRIED","PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",170,95,32.8719723183391
"3487","FEMALE",27,"25-34","RURAL AREAS","Warminsko-mazurskie","POST-SECONDARY OR HIGHER","healthcare","EMPLOYED IN PUBLIC SECTOR",0,0,"MARRIED","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",30,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",163,58,21.8299521999323
"3488","FEMALE",41,"35-44","URBAN BELOW 20,000","Zachodnio-pomorskie","POST-SECONDARY OR HIGHER","biological sciences","SELF-EMPLOYED",0,2500,"SINGLE","MOSTLY DISSATISFIED",6,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",1,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",164,60,22.3081499107674
"3489","MALE",58,"45-59","URBAN BELOW 20,000","Pomorskie","VOCATIONAL/GRAMMAR","technical science","EMPLOYED IN PRIVATE SECTOR",0,0,"MARRIED","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",176,70,22.5981404958678
"3490","MALE",19,"16-24","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","MIXED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",3,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",184,86,25.4017013232514
"3491","FEMALE",48,"45-59","RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","production and processing","OTHER ECONOMICALLY INACTIVE",0,182,"MARRIED","DELIGHTED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",164,60,22.3081499107674
"3492","FEMALE",34,"25-34","RURAL AREAS","Pomorskie","SECONDARY","no specialisation","EMPLOYED IN PRIVATE SECTOR",0,1000,"MARRIED","MOSTLY SATISFIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",161,63,24.3046178773967
"3493","FEMALE",60,"60-64","RURAL AREAS","Malopolskie","POST-SECONDARY OR HIGHER","healthcare","LONG-TERM SICK/DISABLED",24,600,"MARRIED","MOSTLY SATISFIED",3,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","YES",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",167,74,26.5337588296461
"3494","MALE",58,"45-59","RURAL AREAS","Wielkopolskie","VOCATIONAL/GRAMMAR","technical science","PUPIL OR STUDENT",0,2000,"MARRIED","PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",176,77,24.8579545454545
"3495","FEMALE",39,"35-44","RURAL AREAS","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","services for the population and transport services","EMPLOYED IN PRIVATE SECTOR",12,1100,"MARRIED","PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",156,60,24.65483234714
"3496","MALE",55,"45-59","RURAL AREAS","Opolskie","SECONDARY","technical science","EMPLOYED IN PUBLIC SECTOR",0,2000,"MARRIED","PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",176,100,32.2830578512397
"3497","MALE",30,"25-34","URBAN 100,000-200,000","Slaskie","POST-SECONDARY OR HIGHER","technical science","EMPLOYED IN PRIVATE SECTOR",0,6500,"MARRIED","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",180,90,27.7777777777778
"3498","MALE",22,"16-24","URBAN BELOW 20,000","Warminsko-mazurskie","VOCATIONAL/GRAMMAR","technical science","PUPIL OR STUDENT",0,0,"SINGLE","PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",5,"YES",10,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",178,82,25.8805706350208
"3499","FEMALE",73,"65+","RURAL AREAS","Lodzkie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",24,600,"MARRIED","MOSTLY SATISFIED",8,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","NO",4,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",160,68,26.5625
"3500","FEMALE",62,"60-64","RURAL AREAS","Opolskie","VOCATIONAL/GRAMMAR","technical science","RETIRED",24,1800,"WIDOWED","PLEASED",6,"IT`S DIFFICULT TO TELL","YES","YES","NO",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,90,33.4622248661511
"3501","FEMALE",65,"65+","RURAL AREAS","Opolskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",24,700,"MARRIED","MOSTLY SATISFIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",160,67,26.171875
"3502","FEMALE",40,"35-44","RURAL AREAS","Podlaskie","VOCATIONAL/GRAMMAR","services for the population and transport services","FARMER",0,1250,"MARRIED","MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",157,90,36.5126374295103
"3503","MALE",25,"25-34","URBAN 20,000-100,000","Slaskie","SECONDARY","computer science","SELF-EMPLOYED",1,1700,"MARRIED","PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",7,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",186,118,34.1079893629321
"3504","MALE",27,"25-34","RURAL AREAS","Kujawsko-pomorskie","SECONDARY","technical science","EMPLOYED IN PRIVATE SECTOR",0,0,"SINGLE","PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","NO","NO","YES",8,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",185,90,26.2965668371074
"3505","MALE",40,"35-44","URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","social sciences","SELF-EMPLOYED",2,15000,"MARRIED","PLEASED",1,"MOST PEOPLE CAN BE TRUSTED","YES","NO","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",186,86,24.8583651289166
"3506","FEMALE",33,"25-34","URBAN BELOW 20,000","Wielkopolskie","VOCATIONAL/GRAMMAR","production and processing","OTHER ECONOMICALLY INACTIVE",0,0,"MARRIED","MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",15,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,57,21.192742415229
"3507","MALE",64,"60-64","URBAN 100,000-200,000","Swietokrzyskie","POST-SECONDARY OR HIGHER","technical science","RETIRED",0,1900,"MARRIED","PLEASED",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",10,"YES",4,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",170,70,24.2214532871972
"3508","MALE",54,"45-59","URBAN 100,000-200,000","Slaskie","POST-SECONDARY OR HIGHER","technical science","EMPLOYED IN PUBLIC SECTOR",0,7000,"MARRIED","PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",190,112,31.0249307479224
"3509","FEMALE",20,"16-24","RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",12,"YES",15,"NO","NO","NO","0","YES, TO EU COUNTRY","LESS THAN 1 YEAR","BELGIUM","ACTIVE",165,51,18.732782369146
"3510","MALE",55,"45-59","URBAN 500,000 AND OVER","Lodzkie","VOCATIONAL/GRAMMAR","technical science","UNEMPLOYED",24,0,"DIVORCED","MOSTLY DISSATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",1,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",182,70,21.1327134404057
"3511","FEMALE",78,"65+","URBAN 200,000-500,000","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","no specialisation","LONG-TERM SICK/DISABLED",0,1100,"WIDOWED","MOSTLY DISSATISFIED",13,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",1,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,50,18.5901249256395
"3512","MALE",29,"25-34","URBAN 500,000 AND OVER","Wielkopolskie","SECONDARY","architecture and construction","EMPLOYED IN PUBLIC SECTOR",0,2200,"SINGLE","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",180,80,24.6913580246914
"3513","FEMALE",59,"45-59","URBAN 100,000-200,000","Pomorskie","VOCATIONAL/GRAMMAR","services for the population and transport services","OTHER ECONOMICALLY INACTIVE",18,0,"MARRIED","PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",12,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",152,68,29.4321329639889
"3514","FEMALE",45,"45-59","RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","no specialisation","OTHER ECONOMICALLY INACTIVE",0,0,"MARRIED","MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",5,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",165,70,25.7116620752984
"3515","MALE",68,"65+","URBAN 20,000-100,000","Slaskie","POST-SECONDARY OR HIGHER","armed forces and country protection","RETIRED",24,4000,"MARRIED","MIXED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",170,85,29.4117647058824
"3516","MALE",36,"35-44","URBAN 500,000 AND OVER","Lodzkie","VOCATIONAL/GRAMMAR","agriculture, forestry, fishing","SELF-EMPLOYED",0,1800,"MARRIED","MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",0,"YES","NO","NO","0","NO",NA,NA,"NONE",172,78,26.3656030286641
"3517","MALE",55,"45-59","RURAL AREAS","Podlaskie","PRIMARY/NO EDUCATION","no specialisation","EMPLOYED IN PRIVATE SECTOR",0,200,"SINGLE","MIXED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",175,70,22.8571428571429
"3518","FEMALE",75,"65+","URBAN 20,000-100,000","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",0,900,"MARRIED","PLEASED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",162,67,25.5296448712087
"3519","FEMALE",43,"35-44","RURAL AREAS","Wielkopolskie","VOCATIONAL/GRAMMAR","production and processing","LONG-TERM SICK/DISABLED",0,800,"MARRIED","MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",4,"YES",25,"NO","NO","NO","0","NO",NA,NA,"NONE",168,85,30.1162131519274
"3520","FEMALE",49,"45-59","URBAN BELOW 20,000","Kujawsko-pomorskie","SECONDARY","other","UNEMPLOYED",0,800,"DIVORCED","UNHAPPY",12,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","YES","YES",6,"YES",18,"NO","NO","NO","0","NO",NA,NA,"NONE",182,87,26.2649438473614
"3521","FEMALE",59,"45-59","RURAL AREAS","Zachodnio-pomorskie","SECONDARY","social sciences","RETIRED",0,1600,"MARRIED","PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",158,69,27.639801313892
"3522","FEMALE",58,"45-59","URBAN BELOW 20,000","Wielkopolskie","SECONDARY","healthcare","LONG-TERM SICK/DISABLED",0,1000,"MARRIED","MIXED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",153,50,21.359306249733
"3523","FEMALE",40,"35-44","RURAL AREAS","Opolskie","PRIMARY/NO EDUCATION","no specialisation","OTHER ECONOMICALLY INACTIVE",24,1200,"WIDOWED","MOSTLY DISSATISFIED",6,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",1,"NO",0,"NO","NO","NO","0","YES, TO EU COUNTRY","LESS THAN 1 YEAR","GERMANY","NONE",167,80,28.6851446806985
"3524","FEMALE",81,"65+","URBAN BELOW 20,000","Dolnoslaskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",24,826,"WIDOWED","MOSTLY DISSATISFIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",160,85,33.203125
"3525","MALE",74,"65+","URBAN 100,000-200,000","Slaskie","SECONDARY","technical science","RETIRED",24,2000,"MARRIED","MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",170,90,31.1418685121107
"3526","MALE",17,"16-24","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",7,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",162,64,24.3865264441396
"3527","MALE",72,"65+","URBAN BELOW 20,000","Warminsko-mazurskie","SECONDARY","technical science","RETIRED",24,1270,"MARRIED","MOSTLY SATISFIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",172,80,27.0416441319632
"3528","FEMALE",23,"16-24","URBAN 100,000-200,000","Zachodnio-pomorskie","SECONDARY","social sciences","EMPLOYED IN PRIVATE SECTOR",0,1100,"SINGLE","MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",3,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",170,65,22.4913494809689
"3529","MALE",52,"45-59","URBAN 20,000-100,000","Pomorskie","SECONDARY","technical science","LONG-TERM SICK/DISABLED",0,1600,"MARRIED","MIXED",11,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",0,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",172,51,17.2390481341266
"3530","FEMALE",54,"45-59","RURAL AREAS","Lubelskie","VOCATIONAL/GRAMMAR","production and processing","LONG-TERM SICK/DISABLED",0,820,"MARRIED","MOSTLY SATISFIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",158,80,32.0461464508893
"3531","FEMALE",71,"65+","RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",0,730,"WIDOWED","MOSTLY DISSATISFIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,90,33.4622248661511
"3532","FEMALE",55,"45-59","RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","production and processing","FARMER",0,1500,"MARRIED","PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",50,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",170,95,32.8719723183391
"3533","FEMALE",59,"45-59","RURAL AREAS","Slaskie","SECONDARY","healthcare","RETIRED",24,1700,"WIDOWED","MOSTLY SATISFIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",166,70,25.4028160836116
"3534","MALE",72,"65+","URBAN 100,000-200,000","Pomorskie","SECONDARY","healthcare","RETIRED",0,710,"WIDOWED","PLEASED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",160,67,26.171875
"3535","MALE",81,"65+","URBAN BELOW 20,000","Opolskie","VOCATIONAL/GRAMMAR","services for the population and transport services","RETIRED",24,1600,"WIDOWED","MOSTLY DISSATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",165,68,24.9770431588613
"3536","FEMALE",25,"25-34","RURAL AREAS","Kujawsko-pomorskie","SECONDARY","computer science","FARMER",0,300,"MARRIED","MOSTLY DISSATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",160,67,26.171875
"3537","MALE",61,"60-64","RURAL AREAS","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","technical science","LONG-TERM SICK/DISABLED",0,0,"MARRIED","PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",165,95,34.8943985307622
"3538","FEMALE",72,"65+","URBAN 200,000-500,000","Lubuskie","POST-SECONDARY OR HIGHER","physical sciences","RETIRED",0,800,"MARRIED","PLEASED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,74,27.5133848899465
"3539","MALE",66,"65+","RURAL AREAS","Lubuskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",24,860,"MARRIED","PLEASED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",170,75,25.9515570934256
"3540","MALE",52,"45-59","URBAN BELOW 20,000","Dolnoslaskie","SECONDARY","architecture and construction","OTHER ECONOMICALLY INACTIVE",8,0,"SINGLE","MOSTLY DISSATISFIED",21,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","YES",1,"NO",0,"YES","YES","NO","0","NO",NA,NA,"NONE",174,69,22.7903289734443
"3541","MALE",18,"16-24","RURAL AREAS","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,200,"SINGLE","MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",4,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",170,69,23.8754325259516
"3542","MALE",33,"25-34","URBAN 500,000 AND OVER","Dolnoslaskie","SECONDARY","technical science","EMPLOYED IN PRIVATE SECTOR",0,6000,"SINGLE","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",172,98,33.1260140616549
"3543","MALE",78,"65+","RURAL AREAS","Wielkopolskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",0,1100,"WIDOWED","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,110,40.8982748364069
"3544","FEMALE",43,"35-44","URBAN 200,000-500,000","Slaskie","SECONDARY","technical science","EMPLOYED IN PRIVATE SECTOR",0,1200,"DIVORCED","MIXED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",2,"YES",25,"NO","NO","NO","0","NO",NA,NA,"NONE",174,74,24.441802087462
"3545","FEMALE",58,"45-59","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","services for the population and transport services","RETIRED",0,760,"MARRIED","MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",162,71,27.0538027739674
"3546","FEMALE",51,"45-59","URBAN 500,000 AND OVER","Wielkopolskie","SECONDARY","technical science","EMPLOYED IN PRIVATE SECTOR",0,2000,"SINGLE","PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",4,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,65,24.1671624033314
"3547","FEMALE",61,"60-64","RURAL AREAS","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","no specialisation","OTHER ECONOMICALLY INACTIVE",0,0,"MARRIED","MOSTLY DISSATISFIED",10,"IT`S DIFFICULT TO TELL","NO","NO OPINION","YES",0,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",155,65,27.0551508844953
"3548","MALE",56,"45-59","URBAN 500,000 AND OVER","Lodzkie","SECONDARY","technical science","SELF-EMPLOYED",0,1200,"MARRIED","MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",4,"YES",35,"NO","NO","NO","0","NO",NA,NA,"NONE",172,68,22.9853975121687
"3549","MALE",28,"25-34","URBAN 500,000 AND OVER","Malopolskie","POST-SECONDARY OR HIGHER","healthcare","EMPLOYED IN PUBLIC SECTOR",0,6000,"SINGLE","PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",15,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",183,107,31.9507898115799
"3550","FEMALE",40,"35-44","URBAN BELOW 20,000","Slaskie","VOCATIONAL/GRAMMAR","production and processing","PUPIL OR STUDENT",0,1500,"MARRIED","PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",176,90,29.0547520661157
"3551","MALE",55,"45-59","URBAN 100,000-200,000","Mazowieckie","SECONDARY","no specialisation","SELF-EMPLOYED",0,2000,"MARRIED","MOSTLY SATISFIED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",178,92,29.0367377856331
"3552","FEMALE",39,"35-44","RURAL AREAS","Podkarpackie","PRIMARY/NO EDUCATION","no specialisation","OTHER ECONOMICALLY INACTIVE",0,604,"MARRIED","MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",15,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",165,63,23.1404958677686
"3553","FEMALE",57,"45-59","URBAN BELOW 20,000","Opolskie","SECONDARY","production and processing","OTHER ECONOMICALLY INACTIVE",24,850,"MARRIED","MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",170,85,29.4117647058824
"3554","FEMALE",55,"45-59","URBAN 500,000 AND OVER","Lodzkie","PRIMARY/NO EDUCATION","no specialisation","EMPLOYED IN PRIVATE SECTOR",0,1200,"WIDOWED","MOSTLY SATISFIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"YES",10,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",160,50,19.53125
"3555","FEMALE",65,"65+","URBAN 500,000 AND OVER","Wielkopolskie","SECONDARY","healthcare","RETIRED",0,2000,"MARRIED","MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",164,89,33.0904223676383
"3556","MALE",64,"60-64","RURAL AREAS","Warminsko-mazurskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",0,0,"MARRIED","MOSTLY SATISFIED",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",4,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",176,82,26.4721074380165
"3557","MALE",82,"65+","RURAL AREAS","Lodzkie","PRIMARY/NO EDUCATION","not applicable","RETIRED",0,900,"WIDOWED","MOSTLY SATISFIED",10,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",160,70,27.34375
"3558","MALE",27,"25-34","RURAL AREAS","Lubelskie","POST-SECONDARY OR HIGHER","technical science","EMPLOYED IN PUBLIC SECTOR",1,1181,"SINGLE","MIXED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",185,95,27.7574872169467
"3559","FEMALE",48,"45-59","URBAN BELOW 20,000","Mazowieckie","VOCATIONAL/GRAMMAR","production and processing","UNEMPLOYED",24,0,"SINGLE","MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",159,63,24.9199003203987
"3560","FEMALE",25,"25-34","URBAN 100,000-200,000","Slaskie","POST-SECONDARY OR HIGHER","pedagogics","EMPLOYED IN PRIVATE SECTOR",0,1400,"SINGLE","PLEASED",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",6,"YES",10,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",165,50,18.3654729109275
"3561","MALE",89,"65+","RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","not applicable","RETIRED",0,900,"MARRIED","MIXED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",170,80,27.681660899654
"3562","FEMALE",63,"60-64","URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","biological sciences","RETIRED",0,3000,"MARRIED","PLEASED",4,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","YES",8,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",170,90,31.1418685121107
"3563","MALE",42,"35-44","URBAN 100,000-200,000","Podlaskie","POST-SECONDARY OR HIGHER","law","EMPLOYED IN PRIVATE SECTOR",0,10000,"MARRIED","PLEASED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",20,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",183,100,29.8605512257756
